P1563|http://www-gap.dcs.st-and.ac.uk/~history/Biographies/$1.html
P1564|http://www.victorianresearch.org/atcl/show_author.php?aid=$1
P1565|http://www.elem.mx/autor/datos/$1
P1566|http://sws.geonames.org/$1
P1573|http://genome.ch.bbc.co.uk/$1
P1575|http://www.riss.kr/link?id=$1
P1580|http://www.bib.ub.edu/fileadmin/autoritats/permanent/$1
P1584|http://pleiades.stoa.org/places/$1
P1585|http://cidades.ibge.gov.br/xtras/perfil.php?codmun=$1
P1587|http://giskd2s.situla.org/rkd/Opis.asp?Esd=$1
P1599|http://venn.lib.cam.ac.uk/cgi-bin/search.pl?sur=&suro=c&fir=&firo=c&cit=&cito=c&c=all&tex=%22$1%22&sye=&eye=&col=all&maxcount=50
P1600|http://invarquit.cultura.gencat.cat/Cerca/Fitxa?index=0&consulta=MCUxK0VzY2lwaW9ucyUyKzQzMTQ4MiU%3D&codi=$1
P1602|http://www.bbc.co.uk/arts/yourpaintings/galleries/locations/$1
P1607|http://dialnet.unirioja.es/servlet/autor?codigo=$1
P1612|https://commons.wikimedia.org/wiki/Institution:$1
P1614|http://www.historyofparliamentonline.org/volume/$1
P1615|http://clara.nmwa.org/index.php?g=entity_detail&entity_id=$1
P1617|http://www.bbc.co.uk/things/$1
P1624|http://www.marinetraffic.com/en/ais/details/ports/$1
P1627|http://www.ethnologue.com/language/$1
P1631|http://www.chinavitae.com/biography/$1
P1644|http://egliseinfo.catholique.fr/lieu/$1
P1648|http://wbo.llgc.org.uk/en/$1.html
P1650|http://bbf.dipf.de/kataloge/archivdatenbank/digiakt.pl?id=$1
P1651|https://www.youtube.com/watch?v=$1
P1662|http://tools.wmflabs.org/cite-o-meter/?doip=$1
P1667|http://vocab.getty.edu/tgn/$1
P1669|http://vocab.getty.edu/cona/$1
P1670|https://www.collectionscanada.gc.ca/canadiana-authorities/index/view?index_name=cdnAutNbr&cdnAutNbr=$1&format=full
P1679|http://www.bbc.co.uk/arts/yourpaintings/paintings/$1
P1695|http://mak.bn.org.pl/cgi-bin/KHW/makwww.exe?BM=01&IM=03&NU=01&WI=$1
P1698|http://web.archive.org/web/2004/http://education.yahoo.com/reference/gray/subjects/subject?id=$1
P1699|http://skyscraperpage.com/cities/?buildingID=$1
P1700|http://www.monumentos.pt/Site/APP_PagesUser/SIPA.aspx?id=$1
P1702|http://www.patrimoniocultural.pt/en/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/$1
P1707|http://www.daao.org.au/bio/$1
P1710|http://saebi.isgv.de/gnd/$1
P1711|http://collection.britishmuseum.org/id/person-institution/$1
P1712|http://www.metacritic.com/$1
P1714|http://journalisted.com/$1
P1717|http://services.sandre.eaufrance.fr/Courdo/Fiche/client/fiche_courdo.php?CdSandre=$1
P1726|http://www.polomuseale.firenze.it/inv1890/scheda.asp?position=1&ninv=$1
P1727|http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=$1
P1732|http://faktaark.naturbase.no/?id=$1
P1733|http://store.steampowered.com/app/$1/
P1735|http://www.comedien.ch/e/$1/fiche_comedien.php
P1736|http://www.imj.org.il/artcenter/default.asp?artist=$1
P1738|https://www.rsc.org/Merck-Index/monograph/$1
P1739|http://ci.nii.ac.jp/ncid/$1?l=en
P1741|http://data.beeldengeluid.nl/gtaa/$1
P1745|http://data.canadensys.net/vascan/taxon/$1
P1746|http://zoobank.org/NomenclaturalActs/$1
P1747|http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=$1
P1748|http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=14.10d&code=$1
P1749|http://www.parlement.com/id/$1
P1751|http://www.bbc.co.uk/arts/yourpaintings/galleries/collections/$1
P1755|http://aviation-safety.net/database/record.php?id=$1
P1760|http://aviation-safety.net/wikibase/wiki.php?id=$1
P1761|http://delta-intkey.com/angio/www/$1.htm
P1763|http://www.npor.org.uk/NPORView.html?RI=$1
P1764|https://inventaris.onroerenderfgoed.be/dibe/relict/$1
